Id,MSSubClass,Neighborhood,HouseStyle,RoofStyle,Condition1,SaleCondition,Fence,OverallQual,OverallCond,YearBuilt,YearRemodAdd,GrLivArea,LotArea,TotalBsmtSF,GarageCars,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,WoodDeckSF,OpenPorchSF,SalePrice
383,70,SawyerW,1Story,Gambrel,Feedr,Normal,NA,6,8,1980,1998,1362.0,18869.0,166.0,2.0,0.0,1.0,3.0,1.0,5.0,0.0,457.0,387.0,220904.7961114791
384,30,OldTown,SLvl,Hip,RRAe,Normal,MnPrv,8,6,1927,1967,1044.0,10640.0,847.0,1.0,1.0,0.0,3.0,1.0,5.0,1.0,550.0,0.0,229733.49263499223
385,120,NAmes,SFoyer,Flat,Norm,Normal,MnPrv,6,5,1947,1954,4014.0,10889.0,1020.0,0.0,3.0,1.0,1.0,2.0,4.0,0.0,0.0,4.0,366529.68260740733
386,60,CollgCr,1Story,Gable,PosN,Normal,NA,6,7,1980,2010,1279.0,11648.0,816.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,88.0,0.0,242548.44533145207
387,120,NAmes,SFoyer,Mansard,PosN,Normal,GdWo,4,6,1988,1988,2644.0,6886.0,1910.0,1.0,2.0,0.0,4.0,2.0,8.0,0.0,442.0,297.0,321840.8413428692
388,120,NWAmes,1.5Fin,Mansard,Artery,Normal,NA,5,9,1994,2010,2443.0,12536.0,449.0,1.0,1.0,1.0,2.0,1.0,5.0,3.0,175.0,280.0,264990.08348970005
389,20,NWAmes,1Story,Mansard,Norm,Normal,GdPrv,8,6,1947,1961,3578.0,19278.0,785.0,3.0,2.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,388752.0130943014
390,30,CollgCr,1.5Fin,Flat,RRAe,Normal,GdPrv,6,5,1944,1992,676.0,8578.0,494.0,3.0,1.0,0.0,4.0,1.0,6.0,2.0,152.0,93.0,162958.6079216865
391,40,Sawyer,1Story,Gable,RRAe,Normal,NA,5,4,1942,1965,926.0,15802.0,599.0,3.0,0.0,0.0,4.0,1.0,6.0,2.0,104.0,0.0,201354.9707129682
392,70,CollgCr,2Story,Flat,RRAe,Normal,NA,8,7,1974,1987,2162.0,15817.0,1168.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,265.0,0.0,310405.2636439641
393,50,Edwards,SLvl,Flat,Feedr,Abnorml,NA,7,9,1946,1958,2393.0,17240.0,619.0,0.0,1.0,1.0,3.0,1.0,6.0,1.0,265.0,0.0,272545.5715876611
394,20,NridgHt,SFoyer,Hip,Artery,Normal,MnWw,2,2,1944,1985,3652.0,14885.0,635.0,1.0,2.0,1.0,3.0,2.0,5.0,1.0,128.0,0.0,299554.0423675204
395,70,Sawyer,1Story,Hip,Artery,Normal,NA,6,7,1918,1938,2922.0,18546.0,1341.0,2.0,1.0,1.0,1.0,2.0,5.0,3.0,0.0,0.0,330910.0639758409
396,45,NWAmes,SLvl,Gable,RRAe,Abnorml,GdPrv,5,8,1953,1970,1094.0,14714.0,1660.0,,0.0,0.0,4.0,1.0,6.0,2.0,277.0,112.0,221568.55664186203
397,90,NAmes,1.5Fin,Flat,Feedr,Normal,NA,7,4,1926,1962,4415.0,19558.0,425.0,1.0,1.0,0.0,2.0,1.0,5.0,0.0,0.0,195.0,386436.56930269895
398,85,CollgCr,SLvl,Gable,Artery,Normal,NA,5,4,1958,1984,2339.0,14733.0,222.0,0.0,1.0,1.0,5.0,2.0,8.0,1.0,194.0,98.0,226907.86191458325
399,90,OldTown,SFoyer,Mansard,PosN,Normal,MnWw,3,7,1998,2010,4358.0,16982.0,478.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,77.0,170.0,351991.8459533485
400,70,Edwards,2Story,Gambrel,Artery,Normal,NA,3,6,1986,2008,4459.0,17971.0,1155.0,3.0,1.0,1.0,5.0,2.0,9.0,3.0,48.0,0.0,384912.2360784118
401,80,SawyerW,1.5Fin,Gambrel,Artery,Normal,MnPrv,7,3,1953,1956,706.0,19692.0,1919.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,42.0,0.0,266082.14878774516
402,20,Sawyer,1.5Fin,Hip,PosN,Normal,NA,2,7,2008,2008,2523.0,12514.0,320.0,3.0,0.0,0.0,4.0,2.0,8.0,1.0,0.0,0.0,247210.57180401552
403,85,Edwards,SFoyer,Gambrel,PosN,AdjLand,NA,8,6,2008,2009,2188.0,14639.0,85.0,2.0,2.0,1.0,4.0,2.0,6.0,1.0,211.0,22.0,286740.93123922613
404,60,SawyerW,2Story,Mansard,Artery,Normal,NA,5,8,1949,1977,2493.0,19390.0,1056.0,0.0,3.0,1.0,3.0,2.0,7.0,0.0,244.0,71.0,279246.18118433596
405,20,Somerst,2Story,Gambrel,Feedr,Normal,NA,7,8,1984,2009,1739.0,8534.0,1981.0,3.0,2.0,0.0,2.0,2.0,5.0,2.0,0.0,0.0,314231.1211633548
406,20,NridgHt,2Story,Gambrel,Norm,Family,MnPrv,6,7,1937,1974,2735.0,3705.0,1105.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,302385.9275585895
407,45,Somerst,2Story,Mansard,PosN,Normal,NA,6,6,1997,2010,2468.0,17859.0,1848.0,1.0,1.0,1.0,2.0,1.0,5.0,3.0,480.0,0.0,325294.31526984856
408,50,CollgCr,1Story,Mansard,Artery,Normal,NA,4,5,1941,1949,1244.0,13191.0,1284.0,3.0,1.0,0.0,4.0,1.0,8.0,2.0,0.0,90.0,231661.17448147826
409,40,SawyerW,1Story,Gable,Artery,Alloca,NA,8,6,1928,1975,1654.0,9426.0,63.0,2.0,0.0,0.0,4.0,2.0,6.0,0.0,0.0,0.0,219994.8907203756
410,85,NAmes,SLvl,Mansard,PosN,Normal,MnPrv,9,4,1914,1960,1088.0,14763.0,854.0,0.0,0.0,1.0,1.0,2.0,4.0,3.0,0.0,170.0,243255.0760056985
411,60,CollgCr,1Story,Gambrel,Feedr,Normal,GdPrv,2,6,1993,2010,,2104.0,1540.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,13.0,0.0,376881.5840000541
412,45,OldTown,SLvl,Gambrel,Norm,Normal,MnPrv,5,4,1932,1958,3209.0,10328.0,1018.0,0.0,3.0,0.0,3.0,1.0,6.0,1.0,618.0,0.0,329266.59438891814
413,80,OldTown,1Story,Hip,RRAe,Normal,GdWo,9,6,1990,1998,2050.0,6411.0,389.0,1.0,3.0,0.0,3.0,2.0,5.0,0.0,296.0,0.0,314090.75336708047
414,60,CollgCr,SFoyer,Flat,PosN,Normal,NA,7,3,1909,1917,2083.0,6831.0,361.0,3.0,2.0,1.0,5.0,1.0,8.0,1.0,49.0,287.0,272397.1750011854
415,85,NAmes,2Story,Mansard,Norm,Normal,NA,5,5,1955,1955,816.0,19432.0,1327.0,1.0,3.0,0.0,4.0,2.0,6.0,1.0,0.0,62.0,226375.20052494862
416,70,Gilbert,1.5Fin,Mansard,PosN,Normal,NA,5,5,1947,1979,1659.0,11675.0,926.0,3.0,1.0,0.0,3.0,1.0,5.0,1.0,371.0,0.0,267025.1992848064
417,80,SawyerW,2Story,Gable,Artery,Normal,NA,7,6,1948,1969,4197.0,4097.0,1148.0,2.0,1.0,0.0,3.0,1.0,6.0,3.0,0.0,0.0,392492.71454173245
418,90,CollgCr,1.5Fin,Flat,Artery,Partial,MnPrv,8,7,1918,1927,625.0,8247.0,746.0,2.0,0.0,0.0,4.0,2.0,6.0,3.0,755.0,0.0,194829.92787355196
419,20,OldTown,1.5Fin,Gambrel,PosN,Normal,GdPrv,7,3,1908,1914,1084.0,5989.0,678.0,2.0,0.0,0.0,3.0,2.0,6.0,2.0,0.0,0.0,185518.98935724318
420,30,NridgHt,1.5Fin,Gable,Feedr,Partial,NA,9,8,1938,1941,3884.0,18318.0,1332.0,2.0,2.0,0.0,4.0,1.0,6.0,3.0,0.0,0.0,447656.16187087155
421,80,SawyerW,2Story,Hip,RRAe,Normal,MnWw,6,8,1952,1984,2581.0,6888.0,15.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,598.0,0.0,221021.01598917486
422,70,Gilbert,1.5Fin,Flat,Norm,Abnorml,NA,6,5,1988,2010,629.0,8100.0,869.0,3.0,3.0,0.0,5.0,1.0,9.0,0.0,0.0,301.0,182017.36489278954
423,40,Sawyer,SLvl,Gambrel,RRAe,Abnorml,MnPrv,6,6,1951,1982,2459.0,7681.0,741.0,1.0,3.0,1.0,5.0,2.0,8.0,3.0,670.0,138.0,277454.6097865726
424,20,NridgHt,1.5Fin,Gable,Norm,Normal,NA,6,6,1927,1932,3499.0,4750.0,1558.0,2.0,1.0,0.0,3.0,1.0,5.0,2.0,480.0,227.0,337285.31984213355
425,120,Somerst,2Story,Flat,Norm,Normal,MnPrv,5,4,1929,1931,1880.0,15933.0,1456.0,2.0,2.0,1.0,3.0,2.0,5.0,0.0,283.0,258.0,266328.87044738146
426,30,CollgCr,1Story,Gambrel,Feedr,Normal,NA,3,6,1967,1972,2027.0,12163.0,851.0,2.0,0.0,0.0,3.0,2.0,7.0,3.0,0.0,249.0,219628.36031921048
427,60,NWAmes,2Story,Mansard,Feedr,Normal,GdWo,6,4,1948,1985,3025.0,9584.0,525.0,1.0,1.0,0.0,5.0,2.0,9.0,0.0,411.0,250.0,271562.75631994323
428,40,NWAmes,1Story,Mansard,RRAe,Normal,GdWo,7,8,2000,2010,2894.0,8825.0,471.0,3.0,0.0,1.0,1.0,1.0,5.0,3.0,308.0,0.0,332484.40019842243
429,50,NAmes,1Story,Hip,PosN,Normal,NA,2,8,1948,1962,4111.0,13833.0,422.0,0.0,0.0,1.0,2.0,2.0,5.0,3.0,0.0,0.0,306938.1804267057
430,80,Sawyer,SLvl,Gambrel,PosN,Alloca,NA,6,7,1962,1964,1490.0,3274.0,547.0,2.0,0.0,0.0,4.0,2.0,7.0,1.0,518.0,0.0,191750.25353770852
431,70,NAmes,1Story,Flat,RRAe,Family,MnPrv,7,6,1907,1922,1604.0,18737.0,1521.0,2.0,3.0,1.0,4.0,1.0,6.0,2.0,215.0,113.0,272312.98239794216
432,20,Sawyer,1.5Fin,Hip,Norm,Normal,NA,7,6,1921,1961,1121.0,11949.0,,2.0,2.0,0.0,2.0,2.0,4.0,2.0,121.0,0.0,206809.91872040502
433,30,NWAmes,SLvl,Flat,RRAe,Normal,NA,8,10,1994,2001,3159.0,5711.0,52.0,0.0,3.0,0.0,1.0,2.0,5.0,3.0,94.0,0.0,330008.1508979517
434,120,CollgCr,SLvl,Gable,Artery,Normal,NA,8,5,1938,1977,2633.0,11450.0,,1.0,3.0,0.0,3.0,1.0,6.0,2.0,513.0,223.0,327967.75159420894
435,45,Somerst,1Story,Gable,Artery,Normal,MnWw,7,4,1946,1969,1887.0,17262.0,446.0,0.0,3.0,1.0,4.0,2.0,7.0,1.0,0.0,325.0,271085.3046810417
436,60,CollgCr,1Story,Hip,Artery,Family,MnPrv,4,6,1965,1972,3282.0,4704.0,1661.0,2.0,3.0,1.0,4.0,1.0,7.0,0.0,202.0,94.0,372290.1718848536
437,85,NridgHt,2Story,Hip,PosN,Normal,NA,6,5,1906,1952,2006.0,11191.0,,2.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,88.0,264946.022710273
438,90,SawyerW,1.5Fin,Gable,Feedr,Normal,MnWw,7,5,1956,1981,1281.0,12556.0,1538.0,2.0,3.0,0.0,1.0,2.0,5.0,0.0,490.0,21.0,244644.7770113037
439,45,NAmes,SLvl,Gable,PosN,Normal,NA,5,1,1938,1971,2659.0,16485.0,914.0,3.0,2.0,0.0,2.0,1.0,6.0,2.0,114.0,28.0,303388.75352079276
440,40,Edwards,2Story,Flat,Artery,Normal,NA,3,6,1916,1920,2245.0,11996.0,875.0,1.0,0.0,1.0,3.0,2.0,7.0,1.0,70.0,0.0,225237.39655129283
441,60,SawyerW,1Story,Gable,RRAe,Family,GdWo,5,5,1946,1964,2121.0,15123.0,851.0,1.0,0.0,1.0,1.0,1.0,4.0,2.0,510.0,201.0,249547.32182845235
442,50,Edwards,2Story,Gambrel,PosN,Normal,NA,6,5,1949,1980,2278.0,15811.0,392.0,1.0,3.0,1.0,1.0,1.0,5.0,0.0,0.0,119.0,274315.86677336594
443,80,CollgCr,SLvl,Gable,PosN,Normal,NA,6,3,1920,1952,4156.0,17985.0,1134.0,0.0,3.0,1.0,3.0,2.0,6.0,1.0,22.0,0.0,415171.1387529432
444,80,Somerst,1Story,Gambrel,Artery,Normal,NA,5,5,1960,1963,1363.0,8189.0,1726.0,3.0,1.0,0.0,2.0,1.0,5.0,1.0,0.0,278.0,225542.6871437952
445,45,NridgHt,2Story,Gable,Feedr,Normal,GdPrv,8,8,1982,2010,1603.0,14521.0,513.0,3.0,0.0,1.0,4.0,2.0,6.0,0.0,158.0,34.0,255009.30499449294
446,50,Gilbert,1Story,Gambrel,Norm,Normal,NA,9,5,1929,1976,2760.0,6102.0,113.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,545.0,280.0,335558.1476604226
447,80,Edwards,1Story,Gable,Feedr,Normal,NA,5,7,2007,2010,686.0,17119.0,1129.0,3.0,0.0,1.0,5.0,1.0,7.0,2.0,0.0,361.0,201128.81659601248
448,70,SawyerW,SLvl,Flat,RRAe,Normal,NA,9,7,1967,1977,1083.0,19097.0,798.0,0.0,2.0,0.0,1.0,1.0,5.0,3.0,598.0,0.0,263695.9025836163
449,70,NridgHt,1Story,Gambrel,RRAe,Normal,NA,2,5,1985,2010,2765.0,6942.0,1594.0,0.0,1.0,1.0,3.0,1.0,6.0,3.0,79.0,0.0,286229.51046021486
450,85,OldTown,2Story,Gable,Norm,Partial,NA,9,7,1907,1941,2538.0,11882.0,1713.0,1.0,0.0,1.0,5.0,1.0,7.0,0.0,678.0,0.0,348274.19785220706
451,75,SawyerW,SLvl,Gable,Artery,Abnorml,NA,9,7,1985,1987,3111.0,16713.0,1901.0,1.0,3.0,1.0,4.0,1.0,7.0,3.0,167.0,38.0,440591.59616239293
452,75,SawyerW,SFoyer,Gambrel,PosN,Normal,GdWo,2,6,1937,1943,953.0,2002.0,786.0,0.0,3.0,0.0,5.0,1.0,7.0,0.0,793.0,250.0,143792.09060650785
453,60,Somerst,1Story,Gambrel,PosN,Normal,MnPrv,8,1,1978,2010,3915.0,14542.0,1803.0,2.0,3.0,1.0,1.0,2.0,4.0,3.0,697.0,146.0,420498.55321870145
454,90,NAmes,1.5Fin,Flat,PosN,Family,GdPrv,10,3,1989,1999,2442.0,16683.0,235.0,3.0,3.0,1.0,4.0,1.0,6.0,2.0,0.0,187.0,339395.3923560382
455,20,NridgHt,SLvl,Gable,PosN,Normal,MnWw,9,10,1927,1931,1120.0,17617.0,745.0,1.0,0.0,0.0,1.0,2.0,5.0,3.0,0.0,9.0,274349.29299890425
456,30,NridgHt,1.5Fin,Hip,Norm,AdjLand,GdWo,10,7,1928,1950,1746.0,5140.0,531.0,1.0,3.0,1.0,4.0,2.0,7.0,1.0,0.0,0.0,261317.0328592254
457,80,CollgCr,1.5Fin,Hip,RRAe,Normal,MnPrv,7,8,1906,1932,1409.0,15507.0,1846.0,0.0,3.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0,263680.5985378586
458,75,Gilbert,1.5Fin,Gambrel,Artery,Normal,NA,4,8,1967,1995,2308.0,16041.0,1200.0,1.0,3.0,0.0,4.0,2.0,8.0,0.0,0.0,0.0,233042.8616389772
459,45,NWAmes,SFoyer,Hip,Artery,Normal,GdPrv,8,2,1985,2010,2377.0,1552.0,731.0,3.0,1.0,1.0,1.0,2.0,4.0,0.0,67.0,312.0,290572.59227165737
460,75,CollgCr,1Story,Hip,RRAe,Abnorml,NA,7,7,1945,1994,2234.0,14545.0,304.0,3.0,1.0,0.0,5.0,2.0,8.0,3.0,724.0,0.0,301966.55922099866
461,30,Sawyer,SLvl,Hip,PosN,Normal,NA,7,6,1917,1954,2344.0,13085.0,1565.0,0.0,3.0,0.0,3.0,2.0,5.0,2.0,0.0,207.0,308751.91380494635
462,75,CollgCr,SLvl,Gable,Artery,Normal,NA,6,7,1935,1936,4131.0,19423.0,1309.0,0.0,0.0,0.0,3.0,2.0,6.0,0.0,492.0,13.0,364939.8726191758
463,50,Sawyer,1Story,Mansard,RRAe,Family,NA,7,1,1944,1948,4336.0,2295.0,1705.0,3.0,2.0,1.0,3.0,1.0,7.0,0.0,249.0,0.0,420762.1596346763
464,75,Somerst,SLvl,Flat,Artery,AdjLand,NA,5,5,2001,2001,,19363.0,876.0,0.0,3.0,0.0,1.0,2.0,5.0,0.0,0.0,83.0,251858.3619054736
465,50,NAmes,SLvl,Flat,RRAe,Normal,GdPrv,8,7,1913,1932,4352.0,12071.0,299.0,2.0,3.0,0.0,2.0,1.0,5.0,1.0,314.0,96.0,413766.58829339955
466,80,SawyerW,SFoyer,Hip,PosN,Normal,NA,4,7,1938,1955,3773.0,6576.0,668.0,,2.0,1.0,4.0,1.0,6.0,2.0,0.0,283.0,339595.7894551364
467,30,CollgCr,2Story,Gable,PosN,Normal,NA,8,6,1970,2010,,8668.0,1240.0,3.0,3.0,0.0,5.0,2.0,9.0,3.0,502.0,0.0,402951.02238229517
468,90,NridgHt,1.5Fin,Gambrel,Feedr,Normal,NA,8,5,1926,1944,1402.0,15679.0,481.0,2.0,3.0,1.0,5.0,2.0,7.0,2.0,606.0,0.0,255432.33709265426
469,60,CollgCr,SLvl,Gambrel,PosN,Normal,MnWw,6,5,1998,1999,2253.0,19926.0,141.0,1.0,3.0,1.0,3.0,2.0,5.0,3.0,0.0,0.0,288826.7202311519
470,40,SawyerW,1Story,Gable,Artery,Normal,NA,7,9,2000,2010,1908.0,7361.0,1646.0,3.0,0.0,1.0,2.0,1.0,6.0,1.0,0.0,104.0,302390.3946481194
471,120,Sawyer,SLvl,Mansard,Artery,Partial,NA,6,6,1942,1955,885.0,19698.0,1061.0,2.0,0.0,1.0,3.0,2.0,7.0,1.0,72.0,344.0,207893.89024968632
472,30,NWAmes,SLvl,Mansard,Norm,Abnorml,GdPrv,10,6,1982,2010,800.0,13140.0,793.0,3.0,1.0,1.0,3.0,2.0,7.0,2.0,0.0,61.0,263731.9022323116
473,70,Somerst,SFoyer,Mansard,Artery,Partial,GdPrv,8,6,1983,2010,2989.0,5052.0,1105.0,2.0,1.0,1.0,2.0,1.0,5.0,0.0,541.0,362.0,338469.07787057734
474,20,Somerst,2Story,Flat,Feedr,Normal,NA,6,6,1975,2010,2182.0,12558.0,1476.0,3.0,1.0,1.0,2.0,2.0,6.0,3.0,408.0,0.0,314782.8941994975
475,90,Gilbert,1.5Fin,Gambrel,Norm,Normal,MnPrv,5,6,1920,1960,3802.0,16332.0,2.0,3.0,0.0,1.0,5.0,2.0,9.0,3.0,0.0,95.0,343764.25396985916
476,30,Sawyer,1Story,Gable,PosN,Normal,NA,5,6,1905,1912,3174.0,2509.0,880.0,0.0,2.0,1.0,2.0,2.0,4.0,0.0,296.0,0.0,304144.15509988373
477,45,NWAmes,SLvl,Flat,Norm,Normal,GdWo,6,7,1938,1969,840.0,2959.0,508.0,1.0,0.0,1.0,1.0,1.0,5.0,0.0,288.0,0.0,177780.44007884015
478,75,NAmes,2Story,Gable,RRAe,Normal,NA,9,8,1914,1934,3852.0,1595.0,183.0,3.0,3.0,0.0,4.0,1.0,8.0,2.0,0.0,25.0,381221.0295314613
479,90,Gilbert,1Story,Mansard,RRAe,Normal,MnPrv,8,8,1932,1963,2484.0,12051.0,71.0,0.0,2.0,1.0,4.0,1.0,6.0,2.0,21.0,327.0,290118.68827354675
480,50,CollgCr,SFoyer,Mansard,RRAe,Normal,NA,5,6,1970,2007,2763.0,2568.0,881.0,2.0,3.0,0.0,2.0,2.0,6.0,0.0,507.0,184.0,307060.99641004816
481,45,OldTown,SFoyer,Gable,PosN,Normal,MnPrv,8,6,1965,1990,4362.0,18743.0,1087.0,1.0,0.0,0.0,4.0,2.0,7.0,2.0,791.0,379.0,411645.86811332207
482,50,NWAmes,SFoyer,Flat,Norm,Normal,NA,6,7,1923,1938,3060.0,3866.0,1015.0,0.0,1.0,0.0,5.0,1.0,9.0,1.0,0.0,0.0,294718.30893690843
483,120,OldTown,1Story,Flat,Norm,Normal,NA,8,7,1901,1946,589.0,2824.0,1565.0,2.0,3.0,0.0,5.0,2.0,8.0,2.0,0.0,0.0,241552.3965397131
484,90,Sawyer,SFoyer,Gambrel,PosN,Normal,MnPrv,5,6,1925,1958,1209.0,6266.0,915.0,3.0,1.0,0.0,4.0,1.0,6.0,1.0,478.0,0.0,231131.62229209664
485,30,Somerst,SFoyer,Flat,Norm,Normal,GdPrv,7,7,1950,1994,2205.0,15618.0,1179.0,3.0,2.0,1.0,3.0,2.0,5.0,1.0,404.0,137.0,284678.92153029254
486,90,OldTown,SFoyer,Mansard,Feedr,Normal,NA,9,7,1986,1997,648.0,18278.0,1632.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,270939.9185755394
487,90,Edwards,SLvl,Hip,RRAe,Normal,MnWw,5,7,1940,1981,1169.0,6143.0,1314.0,0.0,3.0,0.0,3.0,2.0,7.0,0.0,722.0,0.0,222648.89513862258
488,70,NridgHt,2Story,Hip,Artery,Normal,NA,7,7,1931,1947,3666.0,11094.0,1821.0,3.0,1.0,0.0,5.0,1.0,9.0,0.0,570.0,0.0,399393.7775024905
489,45,Sawyer,2Story,Gambrel,Feedr,Normal,NA,10,5,1961,1984,1071.0,15814.0,443.0,3.0,3.0,0.0,5.0,1.0,7.0,0.0,0.0,252.0,263091.25064963003
490,60,Gilbert,SLvl,Flat,Feedr,Normal,NA,5,6,1907,1950,1168.0,16242.0,1573.0,2.0,1.0,0.0,4.0,2.0,8.0,3.0,442.0,192.0,235207.50173828716
491,85,SawyerW,1.5Fin,Gable,PosN,Normal,NA,4,6,1925,1942,2518.0,4328.0,1393.0,2.0,0.0,1.0,5.0,2.0,8.0,1.0,618.0,0.0,261235.51959011544
492,45,NWAmes,1.5Fin,Gambrel,Artery,Normal,MnWw,7,1,1904,1916,864.0,17008.0,1165.0,2.0,2.0,0.0,3.0,1.0,6.0,1.0,700.0,0.0,218508.57470079995
493,50,Sawyer,2Story,Hip,PosN,Normal,NA,6,8,1958,2003,1522.0,17544.0,7.0,,1.0,0.0,1.0,2.0,3.0,3.0,169.0,256.0,186566.5957284153
494,60,Gilbert,SFoyer,Mansard,Artery,Normal,MnWw,4,6,1949,1997,4250.0,15096.0,1082.0,0.0,1.0,0.0,3.0,1.0,6.0,3.0,687.0,382.0,337835.1556439746
495,20,OldTown,SFoyer,Mansard,RRAe,Abnorml,NA,6,4,1964,1979,3025.0,11254.0,1716.0,0.0,3.0,1.0,2.0,1.0,5.0,0.0,549.0,0.0,373666.59952058824
496,50,Somerst,1Story,Flat,Feedr,Normal,MnPrv,8,7,1968,1983,4354.0,8740.0,1289.0,3.0,1.0,0.0,5.0,2.0,9.0,1.0,353.0,0.0,441456.1282761243
497,30,CollgCr,1.5Fin,Mansard,Norm,Normal,NA,5,7,1943,1954,1917.0,17953.0,10.0,0.0,1.0,0.0,4.0,1.0,7.0,1.0,0.0,114.0,210766.8353150355
498,20,Edwards,SLvl,Mansard,Artery,Abnorml,MnPrv,6,7,1996,1997,2965.0,17481.0,575.0,2.0,2.0,0.0,3.0,2.0,6.0,3.0,134.0,299.0,333204.5081033369
499,50,SawyerW,2Story,Gambrel,RRAe,Normal,MnWw,8,6,2001,2010,1454.0,11087.0,1138.0,1.0,0.0,0.0,2.0,1.0,5.0,2.0,558.0,0.0,254836.88970778664
500,85,Somerst,2Story,Gambrel,Artery,Normal,NA,7,8,1912,1924,2014.0,15227.0,1623.0,,3.0,0.0,1.0,1.0,4.0,2.0,461.0,178.0,287267.568353551
501,120,CollgCr,SLvl,Mansard,PosN,Normal,NA,8,6,2002,2010,1198.0,8898.0,889.0,3.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,279.0,254176.83040952525
502,60,Gilbert,1Story,Mansard,RRAe,Family,GdPrv,6,6,1921,1929,3832.0,,1713.0,0.0,0.0,1.0,2.0,2.0,4.0,1.0,0.0,0.0,362424.4258367205
503,85,SawyerW,2Story,Flat,Artery,Normal,MnPrv,9,1,1927,1958,1236.0,3152.0,1591.0,3.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,0.0,258802.9590845828
504,40,NWAmes,1.5Fin,Gable,Artery,Normal,NA,7,6,1958,1983,1318.0,18179.0,534.0,3.0,1.0,1.0,2.0,2.0,4.0,2.0,418.0,146.0,252791.83189836066
505,75,OldTown,SFoyer,Gambrel,Feedr,Normal,MnPrv,4,7,1903,1933,2355.0,11037.0,389.0,3.0,2.0,1.0,5.0,2.0,9.0,3.0,443.0,301.0,259538.97037802215
506,75,Somerst,1Story,Flat,PosN,Normal,MnPrv,9,6,1940,1945,2217.0,12575.0,1805.0,,2.0,0.0,4.0,1.0,8.0,3.0,712.0,0.0,341666.1165761554
507,45,NridgHt,1.5Fin,Hip,Norm,Normal,GdPrv,6,6,1921,1944,1755.0,5003.0,1178.0,3.0,3.0,0.0,3.0,2.0,7.0,1.0,0.0,374.0,279542.17218029755
508,60,OldTown,1Story,Gable,Norm,Normal,NA,4,7,1953,1984,1928.0,11278.0,1697.0,2.0,3.0,0.0,1.0,2.0,3.0,1.0,74.0,0.0,269031.141315526
509,80,OldTown,SFoyer,Gambrel,RRAe,Normal,NA,5,7,1990,2007,1680.0,1558.0,1844.0,1.0,1.0,1.0,5.0,2.0,7.0,3.0,0.0,300.0,264365.6808957778
510,45,OldTown,SFoyer,Mansard,Norm,Normal,GdWo,7,5,2002,2010,4150.0,17968.0,848.0,2.0,3.0,0.0,4.0,2.0,6.0,1.0,229.0,0.0,439710.78843378084
511,75,SawyerW,1.5Fin,Flat,Artery,Normal,NA,3,9,1923,1949,2821.0,15354.0,91.0,1.0,0.0,0.0,3.0,1.0,6.0,3.0,0.0,0.0,227401.7718663632
512,40,Sawyer,2Story,Hip,Norm,Abnorml,NA,5,7,1960,1978,4179.0,9907.0,1818.0,1.0,0.0,0.0,3.0,1.0,7.0,2.0,692.0,0.0,364634.0237766345
513,70,NWAmes,1Story,Gable,RRAe,Normal,GdWo,4,10,1952,1953,4447.0,16962.0,1167.0,1.0,1.0,0.0,3.0,1.0,7.0,1.0,685.0,327.0,387209.0805308622
514,20,NWAmes,SLvl,Gambrel,Norm,Normal,NA,6,9,1946,1954,3103.0,16514.0,240.0,2.0,2.0,0.0,5.0,1.0,9.0,2.0,0.0,315.0,307281.74857688596
515,60,SawyerW,SFoyer,Gable,Feedr,Normal,NA,6,8,1970,1993,3802.0,3702.0,1059.0,2.0,0.0,0.0,4.0,1.0,8.0,0.0,0.0,191.0,343970.7356405983
516,70,CollgCr,2Story,Gable,Artery,Normal,GdPrv,7,7,2009,2010,942.0,2496.0,55.0,0.0,3.0,1.0,3.0,1.0,5.0,1.0,340.0,0.0,208186.5702563863
517,85,NWAmes,1.5Fin,Gable,Feedr,Normal,MnPrv,5,6,1944,1987,4297.0,6190.0,579.0,0.0,1.0,0.0,4.0,2.0,8.0,1.0,0.0,394.0,347828.4742436126
518,50,NAmes,SFoyer,Hip,Feedr,Normal,GdWo,3,5,1907,1946,2428.0,1523.0,695.0,3.0,1.0,0.0,5.0,2.0,7.0,3.0,154.0,0.0,229998.03913552235
519,20,Somerst,SFoyer,Hip,Norm,Normal,MnPrv,7,6,2001,2008,3353.0,12102.0,908.0,2.0,2.0,1.0,2.0,2.0,6.0,2.0,0.0,326.0,400330.19178514334
520,20,NridgHt,1.5Fin,Hip,Norm,Normal,NA,6,7,2003,2010,1481.0,11273.0,1130.0,3.0,1.0,0.0,5.0,1.0,9.0,1.0,0.0,0.0,237831.206034039
